0.000000,0.000000,10.364611
1.000000,0.000000,10.427107
2.000000,0.000000,10.520895
3.000000,0.000000,10.639746
4.000000,0.000000,10.760040
5.000000,0.000000,10.857030
6.000000,0.000000,10.911262
7.000000,0.000000,10.910427
8.000000,0.000000,10.850578
9.000000,0.000000,10.735914
10.000000,0.000000,10.577396
11.000000,0.000000,10.390626
12.000000,0.000000,10.193416
13.000000,0.000000,10.003436
14.000000,0.000000,9.836251
15.000000,0.000000,9.703897
16.000000,0.000000,9.614082
17.000000,0.000000,9.569967
18.000000,0.000000,9.570427
19.000000,0.000000,9.610660
20.000000,0.000000,9.683010
21.000000,0.000000,9.777862
22.000000,0.000000,9.884531
23.000000,0.000000,9.992069
24.000000,0.000000,10.089944
25.000000,0.000000,10.168609
26.000000,0.000000,10.219921
27.000000,0.000000,10.237460
28.000000,0.000000,10.216735
29.000000,0.000000,10.155297
30.000000,0.000000,10.052777
31.000000,0.000000,9.910831
32.000000,0.000000,9.733001
33.000000,0.000000,9.524490
34.000000,0.000000,9.291821
35.000000,0.000000,9.042398
36.000000,0.000000,8.783956
37.000000,0.000000,8.524100
38.000000,0.000000,8.269175
39.000000,0.000000,8.020952
0.000000,1.000000,10.477192
1.000000,1.000000,10.593363
2.000000,1.000000,10.711991
3.000000,1.000000,10.813373
4.000000,1.000000,10.868778
5.000000,1.000000,10.859021
6.000000,1.000000,10.773697
7.000000,1.000000,10.612916
8.000000,1.000000,10.386599
9.000000,1.000000,10.112448
10.000000,1.000000,9.813105
11.000000,1.000000,9.513047
12.000000,1.000000,9.235695
13.000000,1.000000,9.001053
14.000000,1.000000,8.824090
15.000000,1.000000,8.713910
16.000000,1.000000,8.673645
17.000000,1.000000,8.700937
18.000000,1.000000,8.788827
19.000000,1.000000,8.926856
20.000000,1.000000,9.102232
21.000000,1.000000,9.300915
22.000000,1.000000,9.508578
23.000000,1.000000,9.711373
24.000000,1.000000,9.896540
25.000000,1.000000,10.052835
26.000000,1.000000,10.170847
27.000000,1.000000,10.243198
28.000000,1.000000,10.264682
